pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
CH,2026-07-12,79.6,-1.8,4.68,"Gonzales, Nick",693304,684974,strikeout,swinging_strike,,,,,14.0,Nick Gonzales strikes out swinging.,R,R,R,PIT,MIL,S,2.0,,2,2,2026,-1.48,-0.43,0.6154939913430952,0.9249495966680864,,668804.0,656811.0,1,5,Bot,,,,,,,8.206210064700453,-115.68225542950252,-0.4390170280798138,-14.796983660461066,20.57422784972106,-36.16786895473575,3.05062336,1.539566929,,,,81.2,2631.0,7.3,823358,596142,641343,668930,683734,687401,694192,669003,686217,53.18,,0.0,0.0,1.0,0.0,0.0,,52,6,Changeup,14,2,14,2,2,14,14,2,Standard,Standard,293.0,0.0,-0.223,64.8,8.6,1.087318644,,0.223,,12,12,0.999,0.999,26,27,27,27,1,3,1.0,1.0,5.0,6.0,4.02,1.48,1.48,17.8,27.47006026265841,-12.64777327771947,44.80522208550655,41.87644884135412,40.91565486240441
CH,2026-07-12,82.5,-1.91,4.64,"Gonzales, Nick",693304,684974,,foul,,,,,5.0,,R,R,R,PIT,MIL,S,,,2,2,2026,-1.56,-0.16,0.1490109556701349,2.067733234322352,,668804.0,656811.0,1,5,Bot,,,,,,,7.842508076174222,-119.85463702057746,1.214983852407289,-16.536024835154183,22.21309104267697,-34.16607583307153,3.05062336,1.539566929,3.0,81.1,-39.0,84.0,2506.0,7.3,823358,596142,641343,668930,683734,687401,694192,669003,686217,53.25,,,,,,,,52,5,Changeup,14,2,14,2,2,14,14,2,Standard,Standard,281.0,0.0,0.0,73.4,7.9,,,0.0,88.0,12,12,0.999,0.999,26,27,27,27,1,3,1.0,1.0,5.0,6.0,3.51,1.56,1.56,16.6,20.856619702729308,-13.949433317658324,37.55637692845212,35.6946955278119,35.34807383828909
SI,2026-07-12,94.6,-2.06,4.75,"Gonzales, Nick",693304,684974,,foul,,,,,8.0,,R,R,R,PIT,MIL,S,,,2,1,2026,-1.55,0.27,-0.0280507209099027,1.9315130790417327,,668804.0,656811.0,1,5,Bot,,,,,,,8.867131425291259,-137.55023986306514,-2.132805400610009,-21.650297635137505,28.73115480749812,-28.47286870325198,3.05062336,1.539566929,,,,96.1,2455.0,7.1,823358,596142,641343,668930,683734,687401,694192,669003,686217,53.44,,,,,,,,52,4,Sinker,14,2,14,2,2,14,14,2,Standard,Standard,240.0,0.0,-0.067,77.8,7.7,,,0.067,,12,12,0.999,0.999,26,27,27,27,1,3,1.0,1.0,5.0,6.0,2.27,1.55,1.55,17.3,7.967725196657028,2.641012432124316,38.60008682602012,35.059359142198446,27.04346182696077
FC,2026-07-12,91.5,-1.98,4.77,"Gonzales, Nick",693304,684974,,ball,,,,,14.0,,R,R,R,PIT,MIL,B,,,1,1,2026,-0.2,0.84,2.058015671053639,2.236967827639609,,668804.0,656811.0,1,5,Bot,,,,,,,10.676568189974535,-133.07910186673251,-2.2846178352230333,-4.274819104137907,23.587297679367467,-21.839027058984964,3.05062336,1.539566929,,,,93.8,2569.0,7.3,823358,596142,641343,668930,683734,687401,694192,669003,686217,53.24,,,,,,,,52,3,Cutter,14,2,14,2,2,14,14,2,Standard,Standard,208.0,0.0,0.061,,,,,-0.061,,12,12,0.999,0.999,26,27,27,27,1,3,1.0,1.0,5.0,6.0,1.85,0.2,0.2,24.4,,,,,
CH,2026-07-12,80.0,-1.87,4.68,"Gonzales, Nick",693304,684974,,ball,,,,,13.0,,R,R,R,PIT,MIL,B,,,0,1,2026,-1.56,-0.19,-0.2906617468129282,0.718157373652458,,668804.0,656811.0,1,5,Bot,,,,,,,6.541487286351944,-116.24948248770814,-1.3867827279146208,-15.391065652802924,22.811352829475705,-33.83598028019436,3.05062336,1.539566929,,,,81.0,2605.0,7.1,823358,596142,641343,668930,683734,687401,694192,669003,686217,53.38,,,,,,,,52,2,Changeup,14,2,14,2,2,14,14,2,Standard,Standard,290.0,0.0,0.027,,,,,-0.027,,12,12,0.999,0.999,26,27,27,27,1,3,1.0,1.0,5.0,6.0,3.77,1.56,1.56,18.4,,,,,
FC,2026-07-12,92.6,-2.09,4.76,"Gonzales, Nick",693304,684974,,called_strike,,,,,9.0,,R,R,R,PIT,MIL,S,,,0,0,2026,-0.26,1.07,0.629990973822023,1.68958193646297,,668804.0,656811.0,1,5,Bot,,,,,,,7.565355594788615,-134.76374311085343,-4.320218983900708,-4.724899161677398,26.8548181957245,-18.362690776057317,3.05062336,1.539566929,,,,94.5,2603.0,7.2,823358,596142,641343,668930,683734,687401,694192,669003,686217,53.3,,,,,,,,52,1,Cutter,14,2,14,2,2,14,14,2,Standard,Standard,211.0,0.0,-0.041,,,,,0.041,,12,12,0.999,0.999,26,27,27,27,1,3,1.0,1.0,5.0,6.0,1.57,0.26,0.26,20.6,,,,,
SI,2026-07-12,93.2,-2.34,4.44,"Gonzales, Nick",693304,681982,double,hit_into_play,,,,,2.0,Nick Gonzales doubles (14) on a line drive to right fielder Sal Frelick. Bryan Reynolds scores. Esmerlyn Valdez scores. Ryan O'Hearn to 3rd.,R,R,R,PIT,MIL,X,9.0,line_drive,0,1,2026,-1.34,-0.1,0.1163139398075034,2.880998603462525,668804.0,699013.0,656811.0,0,4,Bot,198.7,124.53,,,,,9.232999824530284,-135.51020905411212,2.0968794217419147,-18.478544287807843,26.44891335826368,-34.09890432754576,3.05062336,1.539566929,258.0,90.9,19.0,93.6,2295.0,6.4,823358,596142,641343,668930,669699,687401,694192,669003,686217,54.14,0.514,0.471,1.25,1.0,1.0,1.0,4.0,39,2,Sinker,9,2,9,2,2,11,11,2,Strategic,Standard,247.0,0.006,0.679,70.0,6.3,,0.599,-0.679,90.9,7,7,0.991,0.991,29,27,29,27,1,2,1.0,1.0,7.0,6.0,2.71,1.34,1.34,10.5,-2.7800918464717,22.80883121353485,33.40557541399508,37.58366334929555,17.16588530462562
SI,2026-07-12,92.2,-2.19,4.56,"Gonzales, Nick",693304,681982,,called_strike,,,,,5.0,,R,R,R,PIT,MIL,S,,,0,0,2026,-1.16,0.21,0.122199814228084,2.383452747282734,668804.0,699013.0,656811.0,0,4,Bot,,,,,,,8.392319550386095,-134.24230969688722,-0.0802264906066593,-15.766422936543664,24.55906524826485,-29.779486791242046,3.05062336,1.539566929,,,,93.2,2290.0,6.5,823358,596142,641343,668930,669699,687401,694192,669003,686217,54.0,,,,,,,,39,1,Sinker,9,2,9,2,2,9,9,2,Strategic,Standard,233.0,0.0,-0.04,,,,,0.04,,7,7,0.991,0.991,29,27,29,27,1,2,1.0,1.0,7.0,6.0,2.43,1.16,1.16,15.3,,,,,
FF,2026-07-11,96.6,-2.41,5.34,"Gonzales, Nick",693304,687075,walk,ball,,,,,11.0,Nick Gonzales walks. Ryan O'Hearn to 2nd.,R,R,R,PIT,MIL,B,,,3,1,2026,-0.57,1.12,-0.7265235550496932,3.454207710400732,,,656811.0,2,3,Bot,,,,,,,5.772006374356673,-140.63802899698993,-1.9454147969076003,-8.808418512827357,29.946034499900268,-16.963883124496686,3.05062336,1.539566929,,,,97.2,2045.0,6.5,823357,661388,641343,668930,687401,806198,800325,669003,686217,54.04,,0.698418,0.7,1.0,0.0,0.0,,27,5,4-Seam Fastball,3,2,3,2,2,3,3,2,Standard,Standard,222.0,0.011,0.127,,,,,-0.127,,1,1,0.652,0.652,25,27,26,27,2,1,6.0,2.0,10.0,0.0,1.3,0.57,0.57,35.2,,,,,
FC,2026-07-11,92.5,-2.38,5.29,"Gonzales, Nick",693304,687075,,ball,,,,,12.0,,R,R,R,PIT,MIL,B,,,2,1,2026,0.06,0.61,1.156330769948374,2.740794246072038,,,656811.0,2,3,Bot,,,,,,,8.793422640352292,-134.63067756141007,-1.952826304982529,-0.8883343919458734,25.46826042443089,-24.43106779019484,3.05062336,1.539566929,,,,93.3,2117.0,6.5,823357,661388,641343,668930,687401,806198,800325,669003,686217,54.01,,,,,,,,27,4,Cutter,3,2,3,2,2,3,3,2,Standard,Standard,196.0,0.006,0.098,,,,,-0.098,,1,1,0.646,0.646,25,27,26,27,2,1,6.0,2.0,10.0,0.0,2.02,-0.06,-0.06,29.8,,,,,
SI,2026-07-11,96.5,-2.26,5.38,"Gonzales, Nick",693304,687075,,ball,,,,,14.0,,R,R,R,PIT,MIL,B,,,1,1,2026,-1.35,0.38,0.4608871734230475,0.9764521508106584,,,656811.0,2,3,Bot,,,,,,,10.255961939290843,-140.06038133494116,-6.780235797861766,-20.033941400877765,29.25174741542569,-25.82590191833811,3.05062336,1.539566929,,,,96.7,2089.0,6.4,823357,661388,641343,668930,687401,806198,800325,669003,686217,54.14,,,,,,,,27,3,Sinker,3,2,3,2,2,3,3,2,Standard,Standard,225.0,0.003,0.054,,,,,-0.054,,1,1,0.643,0.643,25,27,26,27,2,1,6.0,2.0,10.0,0.0,2.06,1.35,1.35,27.9,,,,,
SI,2026-07-11,95.7,-2.45,5.29,"Gonzales, Nick",693304,687075,,swinging_strike,,,,,13.0,,R,R,R,PIT,MIL,S,,,1,0,2026,-1.3,0.34,-1.1361020808479827,1.6129164050577949,,,656811.0,2,3,Bot,,,,,,,6.401252754257039,-139.2943815285526,-4.693191150402916,-18.333482263657427,29.45141565751703,-26.873459736219043,3.05062336,1.539566929,,,,96.0,1990.0,6.3,823357,661388,641343,668930,687401,806198,800325,669003,686217,54.17,,,,,,,,27,2,Sinker,3,2,3,2,2,3,3,2,Standard,Standard,253.0,-0.003,-0.05,71.9,7.1,1.43862288,,0.05,,1,1,0.646,0.646,25,27,26,27,2,1,6.0,2.0,10.0,0.0,2.13,1.3,1.3,28.3,3.0394960517924616,1.8058556544989568,46.781941853206185,23.683431782872525,20.73007526345672
FC,2026-07-11,91.9,-2.45,5.26,"Gonzales, Nick",693304,687075,,ball,,,,,14.0,,R,R,R,PIT,MIL,B,,,0,0,2026,-0.13,0.35,0.6796193391487239,1.1602418298452628,,,656811.0,2,3,Bot,,,,,,,8.135530234812423,-133.62478672742543,-5.17296738584413,-3.1449159753228657,25.18831723302972,-27.06395815776688,3.05062336,1.539566929,,,,92.7,2018.0,6.5,823357,661388,641343,668930,687401,806198,800325,669003,686217,53.98,,,,,,,,27,1,Cutter,3,2,3,2,2,3,3,2,Standard,Standard,190.0,0.002,0.038,,,,,-0.038,,1,1,0.644,0.644,25,27,26,27,2,1,6.0,2.0,10.0,0.0,2.32,0.13,0.13,29.8,,,,,
FF,2026-07-11,95.2,1.45,5.37,"Gonzales, Nick",693304,675660,field_out,hit_into_play,,,,,7.0,Nick Gonzales lines out to right fielder Luis Lara.,R,R,L,PIT,MIL,X,9.0,line_drive,1,1,2026,0.81,1.11,-0.7693131154131573,1.939151522059692,,,,0,6,Bot,164.35,95.58,,,,,-7.577264884379458,-138.35661423002168,-5.62793217750944,12.151197050336531,32.17111930273872,-16.77873377550281,3.05062336,1.539566929,276.0,82.0,27.0,94.7,2314.0,6.2,823356,596142,641343,668930,687401,806198,694192,669003,800325,54.32,0.143,0.152,0.0,1.0,0.0,0.0,3.0,48,3,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,133.0,-0.032,-0.247,74.8,7.0,,0.216,0.247,88.0,0,0,0.574,0.574,27,27,27,27,3,2,5.0,0.0,7.0,1.0,1.42,0.81,-0.81,31.4,12.896930077774174,9.157621090500568,46.87806630217186,26.69571261652812,22.11498482582259
SL,2026-07-11,85.0,1.44,5.44,"Gonzales, Nick",693304,675660,,foul,,,,,14.0,,R,R,L,PIT,MIL,S,,,1,0,2026,-0.47,-0.1,0.4669235306923454,1.3228147369329797,,,,0,6,Bot,,,,,,,-1.286670968862902,-123.86540830209351,-2.9852461477169405,-4.679324789586982,21.805988566461963,-32.8359621055834,3.05062336,1.539566929,3.0,63.0,-26.0,85.0,2904.0,5.9,823356,596142,641343,668930,687401,806198,694192,669003,800325,54.56,,,,,,,,48,2,Slider,2,2,2,2,2,2,2,2,Standard,Standard,296.0,-0.007,-0.055,69.2,8.6,,,0.055,88.0,0,0,0.581,0.581,27,27,27,27,3,2,5.0,0.0,7.0,1.0,3.21,-0.47,0.47,35.2,24.511889982299127,-6.87282311695736,39.50257831897712,41.341402447684,33.94340057579389
SL,2026-07-11,83.6,1.51,5.45,"Gonzales, Nick",693304,675660,,ball,,,,,12.0,,R,R,L,PIT,MIL,B,,,0,0,2026,-0.36,0.08,1.247757425810124,2.5033644571388822,,,,0,6,Bot,,,,,,,0.1216399768227833,-121.860474082889,-0.4395271388361886,-3.625673659794794,20.51473268853053,-31.48769237109352,3.05062336,1.539566929,,,,83.6,2775.0,5.9,823356,596142,641343,668930,687401,806198,694192,669003,800325,54.62,,,,,,,,48,1,Slider,2,2,2,2,2,2,2,2,Standard,Standard,244.0,0.005,0.042,,,,,-0.042,,0,0,0.576,0.576,27,27,27,27,3,2,5.0,0.0,7.0,1.0,3.13,-0.36,0.36,33.5,,,,,
FF,2026-07-11,94.3,1.59,5.31,"Gonzales, Nick",693304,675660,field_out,hit_into_play,,,,,11.0,"Nick Gonzales grounds out softly, third baseman Joey Ortiz to first baseman Jake Bauers.",R,R,L,PIT,MIL,X,5.0,ground_ball,1,2,2026,0.85,1.14,-1.211770857831293,3.4178756471063703,,,804668.0,2,3,Bot,102.17,156.62,,,,,-9.057948882615015,-137.14360804500154,-1.642170119274799,12.725958509055117,29.20185979979709,-17.647860379088904,3.05062336,1.539566929,80.0,53.2,13.0,94.0,2449.0,6.1,823356,596142,641343,668930,687401,806198,694192,669003,800325,54.44,0.15,0.141,0.0,1.0,0.0,0.0,1.0,22,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,129.0,-0.018,-0.194,56.0,5.6,,0.185,0.194,88.0,0,0,0.518,0.518,27,27,27,27,2,1,5.0,0.0,7.0,1.0,1.42,0.85,-0.85,32.9,0.5706746866649793,7.862292467760167,31.61668290179592,20.98122208332429,20.30075021389828
ST,2026-07-11,88.3,-2.52,5.36,"Gonzales, Nick",693304,687075,field_error,hit_into_play,,,,,5.0,Nick Gonzales reaches on a fielding error by third baseman Joey Ortiz. Bryan Reynolds scores. Esmerlyn Valdez to 3rd.,R,R,R,PIT,MIL,X,5.0,ground_ball,1,2,2026,1.04,0.26,0.2434588568355847,2.0849531451365406,668804.0,699013.0,,2,1,Bot,103.16,162.83,,,,,4.438037540424215,-128.6420709028794,-2.30219330242959,10.75224196477009,24.453749866227035,-29.01295218076316,3.05062336,1.539566929,24.0,87.2,-4.0,88.7,2659.0,6.3,823357,661388,641343,668930,687401,806198,800325,669003,686217,54.23,0.206,0.203,0.9,1.0,0.0,0.0,2.0,9,4,Sweeper,1,0,1,0,0,2,2,0,Strategic,Standard,65.0,0.095,0.658,68.1,7.7,,0.243,-0.658,88.0,1,1,0.637,0.637,25,27,26,27,1,0,6.0,2.0,10.0,0.0,2.64,-1.04,-1.04,28.9,11.18543133817865,-14.53219132569806,35.73023746743602,37.46674865214324,38.937303902635605
CH,2026-07-11,85.8,1.57,5.29,"Gonzales, Nick",693304,675660,,blocked_ball,,,,,13.0,,R,R,L,PIT,MIL,B,,,0,2,2026,0.99,0.6,-0.3763143104299029,0.5973357272828417,,,804668.0,2,3,Bot,,,,,,,-6.525412928353101,-124.77264639496656,-5.853390438522596,11.62886249302066,22.393041061486915,-24.94752717031552,3.05062336,1.539566929,,,,85.6,1759.0,5.9,823356,596142,641343,668930,687401,806198,694192,669003,800325,54.56,,,,,,,,22,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,127.0,0.002,0.021,,,,,-0.021,,0,0,0.516,0.516,27,27,27,27,2,1,5.0,0.0,7.0,1.0,2.47,0.99,-0.99,28.5,,,,,
CH,2026-07-11,85.2,1.41,5.36,"Gonzales, Nick",693304,675660,,swinging_strike,,,,,7.0,,R,R,L,PIT,MIL,S,,,0,1,2026,0.7,1.15,-0.7661718318928404,1.984678362659339,,,804668.0,2,3,Bot,,,,,,,-6.4491517248136985,-123.9458068001185,-3.8076418955956313,8.463245714153047,21.897141590080317,-19.752692729989214,3.05062336,1.539566929,,,,85.2,1774.0,6.1,823356,596142,641343,668930,687401,806198,694192,669003,800325,54.44,,,,,,,,22,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,122.0,-0.006,-0.061,69.9,8.2,0.519717612,,0.061,,0,0,0.522,0.522,27,27,27,27,2,1,5.0,0.0,7.0,1.0,1.97,0.7,-0.7,32.0,23.076855309715736,-25.801569060718467,43.95307991032451,28.1071296454775,45.44044529710935
FF,2026-07-11,99.6,-2.24,5.4,"Gonzales, Nick",693304,687075,,ball,,,,,12.0,,R,R,R,PIT,MIL,B,,,0,2,2026,-0.65,1.09,2.7244313734689625,3.337646813564019,,668804.0,699013.0,2,1,Bot,,,,,,,15.052450563727932,-144.39787159286402,-2.729380167434716,-12.191264339834785,29.48584398493921,-16.41424102802599,3.05062336,1.539566929,,,,100.4,2161.0,6.7,823357,661388,641343,668930,687401,806198,800325,669003,686217,53.83,,,,,,,,9,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,227.0,0.011,0.012,,,,,-0.012,,1,1,0.626,0.626,25,27,26,27,1,0,6.0,2.0,10.0,0.0,1.21,0.65,0.65,29.6,,,,,
FF,2026-07-11,98.6,-2.49,5.32,"Gonzales, Nick",693304,687075,,foul,,,,,4.0,,R,R,R,PIT,MIL,S,,,0,1,2026,-0.62,0.83,-0.4166807644153361,2.5601607096226267,,668804.0,699013.0,2,1,Bot,,,,,,,7.030978486321055,-143.59664709443786,-3.898602769682734,-10.114690008138364,29.30811332553247,-20.02443477345949,3.05062336,1.539566929,223.0,75.9,26.0,99.2,2197.0,6.3,823357,661388,641343,668930,687401,806198,800325,669003,686217,54.17,,,,,,,,9,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,233.0,-0.009,-0.056,71.4,6.3,,,0.056,88.0,1,1,0.635,0.635,25,27,26,27,1,0,6.0,2.0,10.0,0.0,1.49,0.62,0.62,31.4,-5.968673056694813,15.701686714074553,40.50435812419223,31.193103784017534,17.04606770979406
CH,2026-07-11,84.6,1.61,5.35,"Gonzales, Nick",693304,675660,,swinging_strike,,,,,8.0,,R,R,L,PIT,MIL,S,,,0,0,2026,0.77,1.21,-0.2677492815679971,1.7970883971308171,,,804668.0,2,3,Bot,,,,,,,-5.860179184881143,-123.1453786394632,-4.212520317980149,8.93951924747948,22.838138251886782,-19.197786560601912,3.05062336,1.539566929,,,,84.5,1702.0,6.1,823356,596142,641343,668930,687401,806198,694192,669003,800325,54.43,,,,,,,,22,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,120.0,-0.004,-0.041,68.9,9.1,7.677333648,,0.041,,0,0,0.526,0.526,27,27,27,27,2,1,5.0,0.0,7.0,1.0,1.96,0.77,-0.77,31.0,38.84130135408719,-42.40390180244773,43.03431461383367,33.01395479229952,58.9228300511257
FC,2026-07-11,94.3,-2.5,5.46,"Gonzales, Nick",693304,687075,,foul,,,,,5.0,,R,R,R,PIT,MIL,S,,,0,0,2026,0.08,0.67,0.0831365388631121,2.441642602185059,,668804.0,699013.0,2,1,Bot,,,,,,,6.458450697578328,-137.3231518359713,-3.53478550542465,-0.1849065055911473,26.654016301658604,-23.13512189677334,3.05062336,1.539566929,231.0,77.3,40.0,94.9,2038.0,6.3,823357,661388,641343,668930,687401,806198,800325,669003,686217,54.15,,,,,,,,9,1,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,198.0,-0.006,-0.032,71.5,6.9,,,0.032,88.0,1,1,0.641,0.641,25,27,26,27,1,0,6.0,2.0,10.0,0.0,1.87,-0.08,-0.08,32.3,-1.408928414791085,18.266139859206444,34.670234002386984,38.35316232652346,18.06591356963729
SI,2026-07-11,98.6,0.19,6.6,"Gonzales, Nick",693304,676879,strikeout,swinging_strike,,,,,12.0,Nick Gonzales strikes out swinging.,R,R,L,PIT,MIL,S,2.0,,3,2,2026,1.1,0.63,0.5667449705193508,3.3197579680172917,,,,2,7,Bot,,,,,,,-1.5777521902318092,-143.61319831141392,-4.715690555150525,15.656335477637398,32.93815183995803,-22.55159618799488,3.05062336,1.539566929,,,,97.3,2071.0,5.5,823357,661388,641343,668930,687401,806198,800325,669003,686217,55.02,,0.0,0.0,1.0,0.0,0.0,,67,6,Sinker,7,6,7,6,6,7,7,6,Standard,Standard,147.0,-0.011,-0.306,63.7,5.0,2.78586648,,0.306,,1,1,0.756,0.756,28,27,28,27,1,3,2.0,2.0,6.0,0.0,1.71,1.1,-1.1,60.2,-10.643959452121058,54.9013769628116,31.72688503971987,42.11008004781443,-6.397217152001269
SI,2026-07-11,97.9,0.11,6.49,"Gonzales, Nick",693304,676879,,foul,,,,,5.0,,R,R,L,PIT,MIL,S,,,3,1,2026,1.17,0.49,0.1318922896365038,2.4017342776565966,,,,2,7,Bot,,,,,,,-2.6379242550741218,-142.61104547364585,-6.483539846894539,16.61845576768841,26.575085947877067,-24.35549892001235,3.05062336,1.539566929,76.0,84.7,8.0,97.5,2036.0,5.6,823357,661388,641343,668930,687401,806198,800325,669003,686217,54.92,,,,,,,,67,5,Sinker,7,6,7,6,6,7,7,6,Standard,Standard,151.0,-0.003,-0.097,71.3,5.8,,,0.097,88.0,1,1,0.759,0.759,28,27,28,27,1,3,2.0,2.0,6.0,0.0,1.85,1.17,-1.17,53.0,-15.932230533866298,27.331514385621155,40.82446745995377,36.5811976475232,8.54068312921773
SI,2026-07-11,97.9,0.23,6.53,"Gonzales, Nick",693304,676879,,called_strike,,,,,4.0,,R,R,L,PIT,MIL,S,,,3,0,2026,0.95,0.73,-0.3441493183189054,2.355442328748639,,,,2,7,Bot,,,,,,,-3.703651822406795,-142.58520516488798,-7.244584131498951,13.799022552491085,27.45156691972512,-20.87072563640425,3.05062336,1.539566929,,,,97.3,2037.0,5.5,823357,661388,641343,668930,687401,806198,800325,669003,686217,54.96,,,,,,,,67,4,Sinker,7,6,7,6,6,7,7,6,Standard,Standard,151.0,-0.002,-0.066,,,,,0.066,,1,1,0.761,0.761,28,27,28,27,1,3,2.0,2.0,6.0,0.0,1.61,0.95,-0.95,54.0,,,,,
SI,2026-07-11,98.4,0.22,6.51,"Gonzales, Nick",693304,676879,,ball,,,,,12.0,,R,R,L,PIT,MIL,B,,,2,0,2026,0.99,0.71,0.3294637774697388,3.4213971976253594,,,,2,7,Bot,,,,,,,-1.993659695217304,-143.34973091530347,-4.419958500289362,14.195059915010786,28.779892454829007,-21.530732343016357,3.05062336,1.539566929,,,,97.6,2013.0,5.5,823357,661388,641343,668930,687401,806198,800325,669003,686217,55.02,,,,,,,,67,3,Sinker,7,6,7,6,6,7,7,6,Standard,Standard,155.0,0.003,0.102,,,,,-0.102,,1,1,0.758,0.758,28,27,28,27,1,3,2.0,2.0,6.0,0.0,1.61,0.99,-0.99,51.3,,,,,
CH,2026-07-11,93.5,0.42,6.37,"Gonzales, Nick",693304,676879,,ball,,,,,14.0,,R,R,L,PIT,MIL,B,,,1,0,2026,1.14,0.77,1.2993284914490353,2.111992690783423,,,,2,7,Bot,,,,,,,-0.3066172310637806,-136.14742716455098,-6.660114162046886,14.344860279447587,28.56024558143405,-21.37389235063873,3.05062336,1.539566929,,,,92.5,1721.0,5.6,823357,661388,641343,668930,687401,806198,800325,669003,686217,54.92,,,,,,,,67,2,Changeup,7,6,7,6,6,7,7,6,Standard,Standard,136.0,0.002,0.064,,,,,-0.064,,1,1,0.756,0.756,28,27,28,27,1,3,2.0,2.0,6.0,0.0,1.82,1.14,-1.14,49.6,,,,,
SI,2026-07-11,98.4,0.02,6.55,"Gonzales, Nick",693304,676879,,ball,,,,,12.0,,R,R,L,PIT,MIL,B,,,0,0,2026,0.98,0.75,0.1525579041920818,3.4620651164534086,,,,2,7,Bot,,,,,,,-1.9332437586970828,-143.43393649748015,-4.4711565131619215,14.055831261267263,30.69327356276317,-21.067422673791217,3.05062336,1.539566929,,,,97.5,2146.0,5.5,823357,661388,641343,668930,687401,806198,800325,669003,686217,54.99,,,,,,,,67,1,Sinker,7,6,7,6,6,7,7,6,Standard,Standard,156.0,0.001,0.041,,,,,-0.041,,1,1,0.755,0.755,28,27,28,27,1,3,2.0,2.0,6.0,0.0,1.59,0.98,-0.98,54.6,,,,,
SI,2026-07-11,93.7,-2.37,4.3,"Gonzales, Nick",693304,681982,field_out,hit_into_play,,,,,8.0,"Nick Gonzales grounds out sharply, second baseman Brice Turang to first baseman Jake Bauers.",R,R,R,PIT,MIL,X,4.0,ground_ball,0,1,2026,-1.53,-0.12,0.1490215869999678,1.6039610011590013,,,695257.0,2,7,Bot,148.77,154.72,,,,,9.829721036446642,-136.09198498815098,-0.7505177935007961,-21.119182581280388,29.467699219824343,-33.69054740468204,3.05062336,1.539566929,5.0,104.0,-18.0,93.7,2329.0,6.3,823356,596142,641343,668930,687401,806198,694192,669003,800325,54.16,0.235,0.212,0.0,1.0,0.0,0.0,2.0,60,2,Sinker,3,2,3,2,2,3,3,2,Standard,Standard,252.0,-0.017,-0.234,71.8,6.9,,0.25,0.234,104.0,1,1,0.762,0.762,29,27,29,27,1,3,3.0,0.0,1.0,1.0,2.72,1.53,1.53,4.9,-3.6771574813283903,23.30681224057232,38.89043720787678,38.02550182505383,14.398068123541318
SI,2026-07-11,93.1,-2.39,4.44,"Gonzales, Nick",693304,681982,,called_strike,,,,,11.0,,R,R,R,PIT,MIL,S,,,0,0,2026,-1.39,0.05,-0.0885511283811437,3.3081791202681474,,,695257.0,2,7,Bot,,,,,,,8.979097519662801,-135.2969244919473,2.9342748179010765,-19.087938258008784,29.216865964076515,-32.428558492062976,3.05062336,1.539566929,,,,93.5,2236.0,6.6,823356,596142,641343,668930,687401,806198,694192,669003,800325,53.92,,,,,,,,60,1,Sinker,3,2,3,2,2,3,3,2,Standard,Standard,248.0,-0.003,-0.041,,,,,0.041,,1,1,0.765,0.765,29,27,29,27,1,3,3.0,0.0,1.0,1.0,2.58,1.39,1.39,6.7,,,,,
